Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,operatingCashflow,depreciation,dividendPayout,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation
2020-03-20,51.8,-2.37,-4.375115%,50.9,49.02,55.93,"188,344,469","9,967,462,600.805500",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-03-13,54.17,-2.7,-4.747670%,54.37,50.75,57.575,"178,725,115","9,638,846,591.180500",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-03-06,56.87,2.71,+5.003693%,55.16,54.88,58.25,"119,623,609","6,771,785,226.633900",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-02-28,54.16,-4.04,-6.941581%,58.17,52.18,58.69,"126,498,916","7,058,087,824.146500",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-02-21,58.2,-0.31,-0.529824%,58.76,57.76,58.76,"58,527,250","3,400,888,944.858600",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-02-14,58.51,-1.43,-2.385719%,59.93,57.95,60.35,"80,295,426","4,719,754,799.809600",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-02-07,59.94,0.5,+0.841184%,59.61,57.65,60.15,"59,469,479","3,503,583,893.757700",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-01-31,59.44,-0.84,-1.393497%,59.84,58.34,61.0,"71,277,494","4,259,759,245.202100",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-01-24,60.28,0.15,+0.249460%,60.2,60.0,60.82,"42,996,696","2,596,514,868.995700",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-01-17,60.13,1.14,+1.932531%,59.02,58.76,60.15,"63,456,996","3,768,240,422.478000",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-01-10,58.99,-1.41,-2.334437%,60.11,58.8,60.59,"77,748,007","4,631,634,546.835800",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2020-01-03,60.4,-1.13,-1.836503%,61.65,60.07,61.689,"39,519,825","2,407,670,906.796000",2019-12-31,66846000000,24005000000,28352000000,38494000000,11396000000,9039000000,9022000000,252000000,15482000000,14489000000,2374000000,-269000000,-1887000000,9291000000,9039000000,-5424000000,-17756000000,-3863000000,212000000,8998000000,4105000000,-2542000000,6206000000,291727000000,104557000000,8028000000,228892000000,61395000000,34703000000,12285000000,429000000,53147000000,64142000000,24389000000,9131000000,2594000000,44868000000,10777000000,1220000000,91915000000,37473000000,558000000,-67551000000,25429000000,99932000000,1422000000,21806000000,429000000,53147000000,-6820000000,32835000000,254254000000,100712000000,48609000000,184024000000,13419000000,291727000000,2594000000,-173819000000
2019-12-27,61.53,-0.54,-0.869986%,62.01,61.0199,62.1499,"32,404,268","1,990,248,163.246100",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-12-20,62.07,1.26,+2.072028%,60.73,60.685,62.22,"98,979,424","6,085,439,755.481800",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-12-13,60.81,-0.38,-0.621017%,60.98,60.25,61.63,"46,598,027","2,843,644,754.098100",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-12-06,61.19,0.95,+1.577025%,60.2,59.58,61.28,"47,069,824","2,843,741,933.380600",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-11-29,60.24,0.49,+0.820084%,59.83,59.13,60.53,"38,183,219","2,283,795,541.230000",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-11-22,59.75,0.24,+0.403294%,59.46,59.045,60.03,"51,819,533","3,083,766,701.715900",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-11-15,59.51,0.16,+0.269587%,59.3,58.8,59.94,"47,056,689","2,793,193,015.001200",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
2019-11-08,59.35,-1.02,-1.689581%,59.68,58.96,60.6088,"62,316,177","3,728,170,240.818400",2019-09-30,32894000000,11330000000,13384000000,19510000000,8069000000,5194000000,6923000000,143000000,7216000000,8180000000,1146000000,1586000000,-145000000,5337000000,5194000000,-3568000000,797000000,-6258000000,1547000000,10912000000,4114000000,-2493000000,4365000000,284875000000,103697000000,5624000000,224563000000,58921000000,34592000000,11813000000,429000000,50595000000,64273000000,24570000000,8725000000,3020000000,39209000000,7830000000,1301000000,88849000000,34895000000,628000000,-69346000000,24713000000,101102000000,1538000000,19566000000,429000000,50595000000,-6822000000,32236000000,249980000000,101769000000,48993000000,185354000000,13418000000,284875000000,3020000000,-171204000000
