Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-02-01,176.72,-7.28,-3.956522%,183.06,176.48,187.7923,"34,264,652","6,199,959,342.533700",2018-12-31,5163000000,697200000,2466300000,2696700000,2408500000,1415300000,1751400000,609800000,6000000,1999500000,8353300000,254100000,336100000,-328800000,1415300000,1415300000,-883900000,16100000,-650900000,-2311200000,-7900000,-1683500000,1511600000,379000000,-892500000,-759900000,17000000,900000000,-25000000,-1708500000,32811200000,4228900000,39069600000,-6258400000,1843300000,231700000,16600000,50487000000,5009000000,2331500000,2381000000,866000000,2973500000,-2609500000,22842700000,4053200000,1202800000,-6258400000,4822500000,31075300000,51100000,2973500000,16600000,50487000000,-61528500000,22842700000,31075300000,3177500000,36096100000,7376000000,32811200000,866000000
2019-01-25,184.0,1.43,+0.783261%,182.25,182.25,189.42,"13,343,913","2,474,895,530.896800",2018-12-31,5163000000,697200000,2466300000,2696700000,2408500000,1415300000,1751400000,609800000,6000000,1999500000,8353300000,254100000,336100000,-328800000,1415300000,1415300000,-883900000,16100000,-650900000,-2311200000,-7900000,-1683500000,1511600000,379000000,-892500000,-759900000,17000000,900000000,-25000000,-1708500000,32811200000,4228900000,39069600000,-6258400000,1843300000,231700000,16600000,50487000000,5009000000,2331500000,2381000000,866000000,2973500000,-2609500000,22842700000,4053200000,1202800000,-6258400000,4822500000,31075300000,51100000,2973500000,16600000,50487000000,-61528500000,22842700000,31075300000,3177500000,36096100000,7376000000,32811200000,866000000
2019-01-18,182.57,0.2,+0.109667%,181.42,179.03,183.26,"15,681,540","2,838,945,219.401400",2018-12-31,5163000000,697200000,2466300000,2696700000,2408500000,1415300000,1751400000,609800000,6000000,1999500000,8353300000,254100000,336100000,-328800000,1415300000,1415300000,-883900000,16100000,-650900000,-2311200000,-7900000,-1683500000,1511600000,379000000,-892500000,-759900000,17000000,900000000,-25000000,-1708500000,32811200000,4228900000,39069600000,-6258400000,1843300000,231700000,16600000,50487000000,5009000000,2331500000,2381000000,866000000,2973500000,-2609500000,22842700000,4053200000,1202800000,-6258400000,4822500000,31075300000,51100000,2973500000,16600000,50487000000,-61528500000,22842700000,31075300000,3177500000,36096100000,7376000000,32811200000,866000000
2019-01-11,182.37,4.09,+2.294144%,178.14,178.14,182.4,"13,752,446","2,486,420,458.034100",2018-12-31,5163000000,697200000,2466300000,2696700000,2408500000,1415300000,1751400000,609800000,6000000,1999500000,8353300000,254100000,336100000,-328800000,1415300000,1415300000,-883900000,16100000,-650900000,-2311200000,-7900000,-1683500000,1511600000,379000000,-892500000,-759900000,17000000,900000000,-25000000,-1708500000,32811200000,4228900000,39069600000,-6258400000,1843300000,231700000,16600000,50487000000,5009000000,2331500000,2381000000,866000000,2973500000,-2609500000,22842700000,4053200000,1202800000,-6258400000,4822500000,31075300000,51100000,2973500000,16600000,50487000000,-61528500000,22842700000,31075300000,3177500000,36096100000,7376000000,32811200000,866000000
2019-01-04,178.28,2.72,+1.549328%,175.96,174.168,179.2,"11,976,535","2,113,085,473.749400",2018-12-31,5163000000,697200000,2466300000,2696700000,2408500000,1415300000,1751400000,609800000,6000000,1999500000,8353300000,254100000,336100000,-328800000,1415300000,1415300000,-883900000,16100000,-650900000,-2311200000,-7900000,-1683500000,1511600000,379000000,-892500000,-759900000,17000000,900000000,-25000000,-1708500000,32811200000,4228900000,39069600000,-6258400000,1843300000,231700000,16600000,50487000000,5009000000,2331500000,2381000000,866000000,2973500000,-2609500000,22842700000,4053200000,1202800000,-6258400000,4822500000,31075300000,51100000,2973500000,16600000,50487000000,-61528500000,22842700000,31075300000,3177500000,36096100000,7376000000,32811200000,866000000
2018-12-28,175.56,1.41,+0.809647%,174.24,169.04,177.5,"13,297,701","2,304,471,297.915500",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-12-21,174.15,-9.14,-4.986633%,182.8,172.54,183.62,"27,031,855","4,801,082,367.913400",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-12-14,183.29,0.33,+0.180367%,182.96,180.55,186.83,"16,186,489","2,978,565,210.718900",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-12-07,182.96,-5.55,-2.944141%,188.1,182.1,188.42,"16,801,417","3,109,130,761.424400",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-11-30,188.51,6.58,+3.616776%,182.4,182.07,190.88,"20,569,729","3,846,479,691.257600",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-11-23,181.93,-5.66,-3.017218%,187.74,181.07,188.9,"12,612,749","2,329,592,742.292600",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-11-16,187.59,1.65,+0.887383%,185.95,181.52,187.77,"15,957,130","2,946,221,162.279900",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-11-09,185.94,9.19,+5.199434%,177.41,177.0,186.58,"20,531,543","3,756,197,700.947800",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-11-02,176.75,3.41,+1.967232%,175.0,172.22,178.96,"22,384,837","3,943,775,687.866300",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-10-26,173.34,5.85,+3.492746%,167.98,166.19,178.27,"35,876,536","6,257,435,482.828800",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-10-19,167.49,3.67,+2.240264%,164.69,162.9,168.15,"18,857,534","3,123,613,669.286000",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-10-12,163.82,-2.75,-1.650958%,166.25,161.82,172.0,"19,785,865","3,303,278,534.177900",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-10-05,166.57,-0.72,-0.430390%,168.37,164.37,168.95,"16,081,032","2,670,403,042.731900",2018-09-30,5369400000,404400000,2547300000,2822100000,2736900000,1637300000,2158700000,515200000,-8900000,2417700000,0,250100000,521400000,-148200000,1637300000,1637300000,-721300000,22700000,988600000,-768000000,-5300000,981800000,2471100000,375100000,-779800000,-971500000,14400000,744000000,-30800000,951000000,34053700000,669900000,40229300000,-6792600000,1201800000,1049900000,16600000,49076200000,5296700000,2345000000,2403500000,2574500000,3626700000,-2508300000,22613600000,5553100000,1135500000,-8520600000,2266800000,31895200000,41900000,3626700000,16600000,49076200000,-60634300000,28500600000,31895200000,3505600000,36602600000,7257200000,34053700000,2574500000
2018-09-28,167.29,1.99,+1.203872%,163.9,161.12,167.83,"18,531,666","3,074,093,947.822100",2018-06-30,5353900000,477200000,2614400000,2739500000,2623300000,1496300000,2018100000,542100000,-4000000,2262300000,0,240200000,521800000,-179300000,1496300000,1496300000,-490800000,132100000,739000000,-1564200000,-1600000,-716200000,1338800000,365000000,-786100000,-1515500000,-12400000,622900000,-128300000,-844500000,32708400000,465300000,37952700000,-5851000000,1173100000,220000000,16600000,49106700000,4879800000,2347200000,2516800000,1623500000,2970300000,-2435000000,22361200000,4355600000,1127600000,-7591500000,2217200000,30687700000,49600000,2678100000,16600000,49106700000,-59734500000,28352800000,30687700000,3121600000,34982400000,7195200000,32708400000,1623500000
2018-09-21,165.3,4.46,+2.772942%,159.55,156.56,165.3,"23,929,037","3,846,765,693.100800",2018-06-30,5353900000,477200000,2614400000,2739500000,2623300000,1496300000,2018100000,542100000,-4000000,2262300000,0,240200000,521800000,-179300000,1496300000,1496300000,-490800000,132100000,739000000,-1564200000,-1600000,-716200000,1338800000,365000000,-786100000,-1515500000,-12400000,622900000,-128300000,-844500000,32708400000,465300000,37952700000,-5851000000,1173100000,220000000,16600000,49106700000,4879800000,2347200000,2516800000,1623500000,2970300000,-2435000000,22361200000,4355600000,1127600000,-7591500000,2217200000,30687700000,49600000,2678100000,16600000,49106700000,-59734500000,28352800000,30687700000,3121600000,34982400000,7195200000,32708400000,1623500000
2018-09-14,160.84,-3.06,-1.866992%,164.48,160.25,166.02,"16,243,224","2,656,180,407.765500",2018-06-30,5353900000,477200000,2614400000,2739500000,2623300000,1496300000,2018100000,542100000,-4000000,2262300000,0,240200000,521800000,-179300000,1496300000,1496300000,-490800000,132100000,739000000,-1564200000,-1600000,-716200000,1338800000,365000000,-786100000,-1515500000,-12400000,622900000,-128300000,-844500000,32708400000,465300000,37952700000,-5851000000,1173100000,220000000,16600000,49106700000,4879800000,2347200000,2516800000,1623500000,2970300000,-2435000000,22361200000,4355600000,1127600000,-7591500000,2217200000,30687700000,49600000,2678100000,16600000,49106700000,-59734500000,28352800000,30687700000,3121600000,34982400000,7195200000,32708400000,1623500000
2018-09-07,163.9,1.67,+1.029403%,161.81,160.07,164.3,"12,047,509","1,962,975,578.552100",2018-06-30,5353900000,477200000,2614400000,2739500000,2623300000,1496300000,2018100000,542100000,-4000000,2262300000,0,240200000,521800000,-179300000,1496300000,1496300000,-490800000,132100000,739000000,-1564200000,-1600000,-716200000,1338800000,365000000,-786100000,-1515500000,-12400000,622900000,-128300000,-844500000,32708400000,465300000,37952700000,-5851000000,1173100000,220000000,16600000,49106700000,4879800000,2347200000,2516800000,1623500000,2970300000,-2435000000,22361200000,4355600000,1127600000,-7591500000,2217200000,30687700000,49600000,2678100000,16600000,49106700000,-59734500000,28352800000,30687700000,3121600000,34982400000,7195200000,32708400000,1623500000
