Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2016-10-28,165.77,-3.73,-2.200590%,172.65,165.11,173.4355,"12,090,198","2,024,967,405.552900",2016-09-30,7709000000,1958000000,3847000000,3862000000,1912000000,1329000000,427000000,1862000000,2000000,1531000000,1904000000,50000000,531000000,-11000000,1331000000,1329000000,-181000000,207000000,-543000000,-15000000,1679000000,-752000000,-1116000000,613000000,1908000000,104000000,368000000,-670000000,-645000000,27000000,0,-79000000,347000000,-50000000,7000000,620000000,34051000000,2422000000,1159000000,22003000000,12002000000,2404000000,9000000,37745000000,4524000000,9430000000,13201000000,2308000000,6400000000,-30764000000,8671000000,12179000000,150000000,358000000,4743000000,11079000000,3611000000,2714000000,9000000,37745000000,1208000000,21872000000,11079000000,4524000000,15603000000,5012000000,34051000000,2666000000,-15471000000,619000000
2016-10-21,169.5,-0.83,-0.487289%,170.54,167.72,171.91,"6,803,056","1,154,726,023.187900",2016-09-30,7709000000,1958000000,3847000000,3862000000,1912000000,1329000000,427000000,1862000000,2000000,1531000000,1904000000,50000000,531000000,-11000000,1331000000,1329000000,-181000000,207000000,-543000000,-15000000,1679000000,-752000000,-1116000000,613000000,1908000000,104000000,368000000,-670000000,-645000000,27000000,0,-79000000,347000000,-50000000,7000000,620000000,34051000000,2422000000,1159000000,22003000000,12002000000,2404000000,9000000,37745000000,4524000000,9430000000,13201000000,2308000000,6400000000,-30764000000,8671000000,12179000000,150000000,358000000,4743000000,11079000000,3611000000,2714000000,9000000,37745000000,1208000000,21872000000,11079000000,4524000000,15603000000,5012000000,34051000000,2666000000,-15471000000,619000000
2016-10-14,170.33,-1.0,-0.583669%,171.84,168.46,172.7497,"8,921,602","1,519,104,722.682200",2016-09-30,7709000000,1958000000,3847000000,3862000000,1912000000,1329000000,427000000,1862000000,2000000,1531000000,1904000000,50000000,531000000,-11000000,1331000000,1329000000,-181000000,207000000,-543000000,-15000000,1679000000,-752000000,-1116000000,613000000,1908000000,104000000,368000000,-670000000,-645000000,27000000,0,-79000000,347000000,-50000000,7000000,620000000,34051000000,2422000000,1159000000,22003000000,12002000000,2404000000,9000000,37745000000,4524000000,9430000000,13201000000,2308000000,6400000000,-30764000000,8671000000,12179000000,150000000,358000000,4743000000,11079000000,3611000000,2714000000,9000000,37745000000,1208000000,21872000000,11079000000,4524000000,15603000000,5012000000,34051000000,2666000000,-15471000000,619000000
2016-10-07,171.33,-4.9,-2.780457%,175.33,170.041,175.95,"11,781,016","2,030,015,553.174900",2016-09-30,7709000000,1958000000,3847000000,3862000000,1912000000,1329000000,427000000,1862000000,2000000,1531000000,1904000000,50000000,531000000,-11000000,1331000000,1329000000,-181000000,207000000,-543000000,-15000000,1679000000,-752000000,-1116000000,613000000,1908000000,104000000,368000000,-670000000,-645000000,27000000,0,-79000000,347000000,-50000000,7000000,620000000,34051000000,2422000000,1159000000,22003000000,12002000000,2404000000,9000000,37745000000,4524000000,9430000000,13201000000,2308000000,6400000000,-30764000000,8671000000,12179000000,150000000,358000000,4743000000,11079000000,3611000000,2714000000,9000000,37745000000,1208000000,21872000000,11079000000,4524000000,15603000000,5012000000,34051000000,2666000000,-15471000000,619000000
2016-09-30,176.23,-1.16,-0.653926%,176.85,174.87,177.98,"10,221,561","1,804,100,589.198300",2016-09-30,7709000000,1958000000,3847000000,3862000000,1912000000,1329000000,427000000,1862000000,2000000,1531000000,1904000000,50000000,531000000,-11000000,1331000000,1329000000,-181000000,207000000,-543000000,-15000000,1679000000,-752000000,-1116000000,613000000,1908000000,104000000,368000000,-670000000,-645000000,27000000,0,-79000000,347000000,-50000000,7000000,620000000,34051000000,2422000000,1159000000,22003000000,12002000000,2404000000,9000000,37745000000,4524000000,9430000000,13201000000,2308000000,6400000000,-30764000000,8671000000,12179000000,150000000,358000000,4743000000,11079000000,3611000000,2714000000,9000000,37745000000,1208000000,21872000000,11079000000,4524000000,15603000000,5012000000,34051000000,2666000000,-15471000000,619000000
2016-09-23,177.39,2.33,+1.330972%,176.05,176.05,181.66,"8,873,445","1,583,060,403.552900",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-09-16,175.06,-0.58,-0.330221%,175.0,174.385,178.4,"10,685,284","1,882,511,352.127600",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-09-09,175.64,-5.17,-2.859355%,180.56,175.64,181.28,"5,968,936","1,067,888,205.747700",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-09-02,180.81,1.4,+0.780336%,179.86,178.58,181.49,"6,141,919","1,105,245,356.493900",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-08-26,179.41,-0.2,-0.111352%,179.18,178.37,181.25,"5,834,228","1,047,744,076.526200",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-08-19,179.61,-0.66,-0.366117%,181.0,178.08,181.39,"6,384,295","1,146,868,451.173400",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-08-12,180.27,1.7,+0.952008%,178.9,177.85,181.47,"6,929,097","1,243,245,716.052400",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-08-05,178.57,0.21,+0.117739%,177.08,177.08,179.42,"8,004,499","1,425,999,628.826200",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-07-29,178.36,-2.08,-1.152738%,180.2,176.14,180.42,"11,139,681","1,984,245,569.019200",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-07-22,180.44,-0.96,-0.529217%,181.44,179.36,182.27,"6,834,529","1,236,187,229.583200",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-07-15,181.4,4.28,+2.416441%,177.41,177.19,181.84,"9,453,093","1,699,826,483.485000",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-07-08,177.12,1.58,+0.900080%,174.86,173.51,177.7925,"9,305,806","1,633,449,873.910100",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-07-01,175.54,6.42,+3.796121%,167.78,165.16,176.08,"11,068,068","1,894,670,138.429100",2016-06-30,7662000000,1997000000,3799000000,3863000000,1873000000,1291000000,437000000,1835000000,2000000,1560000000,1866000000,38000000,542000000,11000000,1293000000,1291000000,-181000000,-377000000,-350000000,-27000000,-475000000,-602000000,1118000000,333000000,1285000000,211000000,366000000,-672000000,-573000000,-5000000,0,-29000000,323000000,-174000000,18000000,351000000,33235000000,2477000000,1291000000,21298000000,11894000000,2405000000,9000000,37194000000,4745000000,9356000000,13195000000,1688000000,7254000000,-6184000000,8604000000,11436000000,61000000,177000000,4667000000,9299000000,3613000000,2399000000,9000000,37194000000,1227000000,21799000000,9299000000,4745000000,14044000000,4963000000,33235000000,1865000000,-15189000000,621000000
2016-06-24,169.12,0.18,+0.106547%,170.9,168.4,174.15,"12,010,925","2,055,519,248.059000",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-06-17,168.94,0.38,+0.225439%,168.45,166.6,170.39,"11,925,874","2,009,086,413.562800",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-06-10,168.56,0.18,+0.106901%,168.85,167.88,171.93,"9,250,818","1,573,574,730.899400",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-06-03,168.38,-0.51,-0.301972%,169.32,167.09,169.75,"6,811,859","1,145,895,539.683000",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-05-27,168.89,3.88,+2.351373%,165.28,164.52,170.77,"7,804,111","1,314,436,211.250800",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-05-20,165.01,-3.31,-1.966492%,168.5,163.17,169.94,"8,980,948","1,499,074,277.263300",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-05-13,168.32,-0.57,-0.337498%,168.59,167.69,171.27,"8,438,635","1,430,787,723.163400",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-05-06,168.89,1.51,+0.902139%,167.3,166.29,169.05,"9,050,870","1,517,471,103.709900",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-04-29,167.38,-1.28,-0.758923%,168.0,164.97,168.77,"11,414,575","1,908,140,147.414600",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-04-22,168.66,-0.12,-0.071098%,168.47,167.85,170.77,"7,872,931","1,331,989,453.487200",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-04-15,168.78,2.15,+1.290284%,167.12,166.57,169.0,"7,333,882","1,232,795,629.647700",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-04-08,166.63,-0.9,-0.537217%,167.11,164.65,167.99,"10,189,986","1,696,910,798.772100",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-04-01,167.53,3.07,+1.866715%,164.93,163.12,167.74,"10,846,419","1,800,663,463.045200",2016-03-31,7409000000,1943000000,3678000000,3731000000,1793000000,1275000000,450000000,1746000000,3000000,1493000000,1788000000,47000000,468000000,-42000000,1278000000,1275000000,-61000000,218000000,-280000000,95000000,138000000,-1426000000,-22000000,-446000000,1260000000,-419000000,356000000,-672000000,-870000000,-37000000,0,109000000,314000000,-245000000,-15000000,-461000000,32982000000,2551000000,1249000000,21208000000,11733000000,2327000000,9000000,36785000000,5103000000,9375000000,13494000000,1337000000,7178000000,-6261000000,8614000000,10874000000,-193000000,176000000,4485000000,8927000000,3627000000,2639000000,9000000,36785000000,1438000000,22108000000,8927000000,5103000000,14030000000,4916000000,32982000000,1513000000,-14950000000,621000000
2016-03-25,164.46,-0.87,-0.526220%,165.05,163.0472,165.5,"8,415,065","1,385,022,457.580700",2015-12-31,7298000000,1971000000,3827000000,3471000000,1508000000,1038000000,433000000,1463000000,1000000,1538000000,1500000000,45000000,424000000,-104000000,1039000000,1038000000,44000000,-35000000,-206000000,196000000,-307000000,-1954000000,-2000000,178000000,2338000000,260000000,397000000,-628000000,-1017000000,142000000,-58000000,115000000,446000000,420000000,15000000,193000000,32718000000,2601000000,1398000000,20971000000,11708000000,2404000000,9000000,36575000000,4503000000,9249000000,13217000000,1798000000,7118000000,-6359000000,8515000000,10986000000,-142000000,118000000,4154000000,8753000000,3518000000,2670000000,9000000,36575000000,1241000000,21732000000,8753000000,5100000000,13853000000,4791000000,32718000000,1916000000,-14583000000,609330124
2016-03-18,165.33,3.45,+2.131208%,161.61,159.35,165.33,"14,146,368","2,314,334,617.751100",2015-12-31,7298000000,1971000000,3827000000,3471000000,1508000000,1038000000,433000000,1463000000,1000000,1538000000,1500000000,45000000,424000000,-104000000,1039000000,1038000000,44000000,-35000000,-206000000,196000000,-307000000,-1954000000,-2000000,178000000,2338000000,260000000,397000000,-628000000,-1017000000,142000000,-58000000,115000000,446000000,420000000,15000000,193000000,32718000000,2601000000,1398000000,20971000000,11708000000,2404000000,9000000,36575000000,4503000000,9249000000,13217000000,1798000000,7118000000,-6359000000,8515000000,10986000000,-142000000,118000000,4154000000,8753000000,3518000000,2670000000,9000000,36575000000,1241000000,21732000000,8753000000,5100000000,13853000000,4791000000,32718000000,1916000000,-14583000000,609330124
